Date,Open,High,Low,Close,Adj Close,Volume
1993-04-02,44.656250,44.656250,44.093750,44.093750,25.427444,59400
1993-04-05,44.437500,44.437500,44.187500,44.312500,25.553576,172200
1993-04-06,44.406250,44.406250,44.062500,44.187500,25.481506,129700
1993-04-07,44.250000,44.343750,44.156250,44.343750,25.571604,28000
1993-04-08,44.531250,44.531250,44.093750,44.281250,25.535551,180800
1993-04-12,44.718750,44.937500,44.656250,44.906250,25.895981,348500
1993-04-13,44.875000,45.156250,44.843750,45.000000,25.950037,146100
1993-04-14,45.031250,45.062500,44.906250,44.937500,25.913988,119600
1993-04-15,44.906250,45.031250,44.750000,44.937500,25.913988,148600
1993-04-16,44.968750,45.031250,44.875000,44.937500,25.913988,47900
1993-04-19,44.937500,45.062500,44.718750,44.750000,25.805859,157000
1993-04-20,44.687500,44.750000,44.250000,44.531250,25.679718,279500
1993-04-21,44.625000,44.625000,44.375000,44.500000,25.661699,67900
1993-04-22,44.312500,44.687500,43.937500,43.937500,25.337332,97700
1993-04-23,43.843750,43.968750,43.687500,43.750000,25.229206,106000
1993-04-26,43.781250,43.937500,43.281250,43.406250,25.030968,62600
1993-04-27,43.343750,43.875000,43.343750,43.875000,25.301287,156800
1993-04-28,43.812500,43.906250,43.718750,43.781250,25.247229,85900
1993-04-29,43.875000,43.968750,43.625000,43.968750,25.355345,85000
1993-04-30,44.125000,44.281250,44.031250,44.031250,25.391390,88500
1993-05-03,44.093750,44.312500,43.906250,44.312500,25.553576,80500
1993-05-04,44.406250,44.625000,44.343750,44.468750,25.643694,149100
1993-05-05,44.468750,44.750000,44.468750,44.593750,25.715773,109000
1993-05-06,44.531250,44.562500,44.406250,44.437500,25.625656,54700
1993-05-07,44.468750,44.468750,44.281250,44.343750,25.571604,68000
1993-05-10,44.406250,44.687500,44.406250,44.437500,25.625656,113900
1993-05-11,44.437500,44.625000,44.312500,44.625000,25.733776,42600
1993-05-12,44.437500,44.593750,44.437500,44.562500,25.697748,31000
1993-05-13,44.375000,44.375000,44.000000,44.031250,25.391390,129100
1993-05-14,44.031250,44.156250,43.968750,44.000000,25.373377,63500
1993-05-17,44.125000,44.156250,43.937500,44.156250,25.463476,34000
1993-05-18,44.187500,44.218750,43.968750,44.125000,25.445452,105200
1993-05-19,44.125000,45.031250,43.843750,45.031250,25.968052,50200
1993-05-20,45.031250,45.156250,44.937500,45.156250,26.040136,98200
1993-05-21,45.187500,45.250000,44.718750,44.750000,25.805859,221400
1993-05-24,44.843750,45.093750,44.843750,44.937500,25.913988,30500
1993-05-25,45.125000,45.125000,45.031250,45.031250,25.968052,191800
1993-05-26,45.156250,45.625000,45.125000,45.593750,26.292440,102400
1993-05-27,45.656250,45.656250,45.375000,45.437500,26.202328,53800
1993-05-28,45.406250,45.406250,45.000000,45.218750,26.076170,79100
1993-06-01,45.375000,45.812500,45.312500,45.656250,26.328474,28300
1993-06-02,45.531250,45.750000,45.343750,45.593750,26.292440,20300
1993-06-03,45.500000,45.500000,45.343750,45.437500,26.202328,21600
1993-06-04,45.312500,45.312500,45.093750,45.281250,26.112228,32000
1993-06-07,45.375000,45.375000,45.125000,45.125000,26.022114,121400
1993-06-08,45.000000,45.000000,44.718750,44.718750,25.787848,104500
1993-06-09,44.875000,45.062500,44.812500,44.875000,25.877949,43300
1993-06-10,44.843750,44.937500,44.750000,44.906250,25.895981,17900
1993-06-11,45.062500,45.156250,44.906250,45.093750,26.004105,647400
1993-06-14,45.156250,45.187500,45.031250,45.031250,25.968052,64200
1993-06-15,45.093750,45.125000,44.937500,44.937500,25.913988,142400
1993-06-16,44.937500,45.031250,44.812500,45.031250,25.968052,330900
1993-06-17,45.125000,45.187500,45.031250,45.187500,26.058161,37400
1993-06-18,44.843750,44.843750,44.500000,44.500000,25.843565,58500
1993-06-21,44.625000,44.625000,44.531250,44.593750,25.898022,29300
1993-06-22,44.656250,44.656250,44.562500,44.625000,25.916153,137500
1993-06-23,44.625000,44.625000,44.218750,44.218750,25.680223,227600
1993-06-24,44.343750,44.812500,44.343750,44.812500,26.025063,243700
1993-06-25,44.781250,44.906250,44.750000,44.781250,26.006907,44800
1993-06-28,45.000000,45.281250,44.937500,45.281250,26.297289,439900
1993-06-29,45.218750,45.218750,45.000000,45.062500,26.170254,207500
1993-06-30,45.125000,45.218750,45.000000,45.062500,26.170254,437600
1993-07-01,45.125000,45.125000,44.875000,44.937500,26.097651,605700
1993-07-02,44.781250,44.812500,44.531250,44.687500,25.952465,285400
1993-07-06,44.625000,44.750000,44.156250,44.218750,25.680223,246400
1993-07-07,44.187500,44.406250,44.187500,44.343750,25.752829,343700
1993-07-08,44.375000,44.937500,44.312500,44.843750,26.043194,248200
1993-07-09,44.843750,44.968750,44.750000,44.968750,26.115812,378200
1993-07-12,44.906250,44.968750,44.843750,44.937500,26.097651,373700
1993-07-13,44.968750,45.093750,44.656250,44.906250,26.079512,389600
1993-07-14,44.937500,45.187500,44.906250,45.062500,26.170254,617300
1993-07-15,45.031250,45.031250,44.781250,44.875000,26.061348,443800
1993-07-16,44.906250,44.937500,44.687500,44.750000,25.988750,216400
1993-07-19,44.750000,44.750000,44.593750,44.718750,25.970613,188200
1993-07-20,44.687500,44.843750,44.468750,44.843750,26.043194,68500
1993-07-21,44.781250,44.812500,44.656250,44.812500,26.025063,142700
1993-07-22,44.750000,44.812500,44.500000,44.500000,25.843565,632400
1993-07-23,44.593750,44.718750,44.562500,44.718750,25.970613,286200
1993-07-26,44.843750,45.062500,44.843750,44.968750,26.115812,121300
1993-07-27,45.000000,45.031250,44.781250,44.937500,26.097651,92800
1993-07-28,44.843750,44.937500,44.781250,44.843750,26.043194,30800
1993-07-29,44.937500,45.218750,44.875000,45.093750,26.188408,331000
1993-07-30,45.093750,45.093750,44.781250,44.843750,26.043194,75300
1993-08-02,44.906250,45.125000,44.906250,44.968750,26.115812,41300
1993-08-03,45.062500,45.187500,44.843750,45.000000,26.133945,81600
1993-08-04,45.000000,45.093750,44.875000,45.000000,26.133945,434000
1993-08-05,45.000000,45.000000,44.843750,44.906250,26.079512,36800
1993-08-06,45.031250,45.062500,44.906250,44.968750,26.115812,402300
1993-08-09,45.093750,45.343750,45.000000,45.218750,26.260977,828200
1993-08-10,45.187500,45.218750,45.125000,45.187500,26.242846,604900
1993-08-11,45.156250,45.312500,45.156250,45.187500,26.242846,542200
1993-08-12,45.312500,45.312500,44.906250,45.062500,26.170254,303700
1993-08-13,45.093750,45.156250,45.093750,45.125000,26.206539,103500
1993-08-16,45.156250,45.500000,45.156250,45.375000,26.351738,241800
1993-08-17,45.343750,45.531250,45.343750,45.531250,26.442474,369300
1993-08-18,45.687500,45.875000,45.656250,45.781250,26.587660,414300
1993-08-19,45.812500,45.812500,45.718750,45.781250,26.587660,28500
1993-08-20,45.687500,45.812500,45.656250,45.812500,26.605814,80700
1993-08-23,45.625000,45.750000,45.625000,45.718750,26.551357,15600
1993-08-24,45.718750,46.218750,45.718750,46.218750,26.841751,273400
1993-08-25,46.218750,46.437500,46.156250,46.250000,26.859894,242300
1993-08-26,46.281250,46.531250,46.093750,46.281250,26.878027,120000
1993-08-27,46.156250,46.250000,46.156250,46.250000,26.859894,25700
1993-08-30,46.281250,46.500000,46.281250,46.437500,26.968792,183500
1993-08-31,46.406250,46.562500,46.343750,46.562500,27.041370,66500
1993-09-01,46.406250,46.593750,46.406250,46.500000,27.005106,136500
1993-09-02,46.531250,46.593750,46.312500,46.343750,26.914339,472400
1993-09-03,46.312500,46.437500,46.250000,46.375000,26.932493,630500
1993-09-07,46.375000,46.437500,46.000000,46.062500,26.750998,196400
1993-09-08,46.062500,46.062500,45.593750,45.906250,26.660257,269900
1993-09-09,45.718750,46.031250,45.718750,46.000000,26.714693,239200
1993-09-10,46.125000,46.437500,46.062500,46.406250,26.950638,106500
1993-09-13,46.562500,46.562500,46.437500,46.437500,26.968792,66900
1993-09-14,46.312500,46.312500,46.093750,46.250000,26.859894,184500
1993-09-15,46.062500,46.406250,45.906250,46.375000,26.932493,101000
1993-09-16,46.312500,46.343750,46.156250,46.187500,26.823593,54300
1993-09-17,45.875000,45.906250,45.750000,45.812500,26.771585,200900
1993-09-20,45.875000,45.968750,45.437500,45.437500,26.552433,57800
1993-09-21,45.500000,45.562500,44.812500,45.281250,26.461143,318200
1993-09-22,45.437500,45.718750,45.375000,45.656250,26.680273,439700
1993-09-23,45.781250,45.937500,45.718750,45.906250,26.826359,88500
1993-09-24,45.843750,45.875000,45.718750,45.781250,26.753321,53500
1993-09-27,46.125000,46.281250,46.125000,46.281250,27.045511,274600
1993-09-28,46.312500,46.312500,46.156250,46.187500,26.990725,158300
1993-09-29,46.187500,46.312500,45.968750,46.031250,26.899414,221000
1993-09-30,46.031250,46.125000,45.843750,45.937500,26.844627,99300
1993-10-01,45.875000,46.218750,45.812500,46.156250,26.972460,22700
1993-10-04,46.218750,46.218750,46.093750,46.218750,27.008991,1038500
1993-10-05,46.312500,46.312500,46.000000,46.156250,26.972460,436500
1993-10-06,46.187500,46.375000,46.125000,46.125000,26.954205,209200
1993-10-07,46.187500,46.187500,45.968750,46.000000,26.881147,59400
1993-10-08,46.125000,46.156250,45.718750,46.062500,26.917681,54400
1993-10-11,46.156250,46.250000,46.156250,46.156250,26.972460,467100
1993-10-12,46.218750,46.250000,46.187500,46.218750,27.008991,26200
1993-10-13,46.250000,46.250000,46.156250,46.218750,27.008991,139100
1993-10-14,46.406250,46.812500,46.281250,46.812500,27.355953,108100
1993-10-15,47.031250,47.156250,46.906250,47.062500,27.502068,1502500
1993-10-18,47.031250,47.031250,46.875000,46.937500,27.428991,722400
1993-10-19,46.875000,46.968750,46.593750,46.593750,27.228132,880100
1993-10-20,46.750000,46.750000,46.562500,46.656250,27.264639,230400
1993-10-21,46.687500,46.687500,46.531250,46.593750,27.228132,56200
1993-10-22,46.656250,46.843750,46.375000,46.375000,27.100300,390700
1993-10-25,46.406250,46.562500,46.281250,46.500000,27.173351,114500
1993-10-26,46.468750,46.500000,46.312500,46.468750,27.155088,186200
1993-10-27,46.406250,46.531250,46.406250,46.500000,27.173351,118400
1993-10-28,46.562500,46.968750,46.562500,46.843750,27.374222,129600
1993-10-29,46.812500,46.875000,46.781250,46.843750,27.374222,80700
1993-11-01,46.781250,47.000000,46.781250,46.968750,27.447273,36400
1993-11-02,46.906250,47.000000,46.656250,46.937500,27.428991,262100
1993-11-03,46.906250,46.906250,46.125000,46.343750,27.082031,479100
1993-11-04,46.343750,46.343750,45.812500,45.843750,26.789843,130400
1993-11-05,45.718750,46.062500,45.531250,46.062500,26.917681,363200
1993-11-08,46.093750,46.250000,45.968750,46.125000,26.954205,367600
1993-11-09,46.437500,46.468750,46.125000,46.156250,26.972460,246900
1993-11-10,46.156250,46.500000,46.031250,46.500000,27.173351,46500
1993-11-11,46.500000,46.625000,46.343750,46.375000,27.100300,88900
1993-11-12,46.468750,46.750000,46.437500,46.593750,27.228132,108200
1993-11-15,46.687500,46.687500,46.437500,46.562500,27.209848,243300
1993-11-16,46.656250,46.812500,46.468750,46.781250,27.337698,492600
1993-11-17,46.812500,46.812500,46.406250,46.531250,27.191603,39600
1993-11-18,46.468750,46.562500,46.281250,46.406250,27.118567,240800
1993-11-19,46.250000,46.375000,46.218750,46.312500,27.063768,106000
1993-11-22,46.187500,46.218750,45.875000,46.031250,26.899414,165300
1993-11-23,46.281250,46.312500,46.031250,46.281250,27.045511,89700
1993-11-24,46.406250,46.500000,46.343750,46.468750,27.155088,77200
1993-11-26,46.593750,46.593750,46.468750,46.500000,27.173351,1019800
1993-11-29,46.625000,46.718750,46.312500,46.312500,27.063768,517500
1993-11-30,46.281250,46.562500,46.250000,46.343750,27.082031,230000
1993-12-01,46.593750,46.625000,46.406250,46.406250,27.118567,379200
1993-12-02,46.500000,46.562500,46.406250,46.531250,27.191603,352000
1993-12-03,46.500000,46.718750,46.500000,46.718750,27.301165,306000
1993-12-06,46.781250,46.937500,46.781250,46.875000,27.392494,99500
1993-12-07,46.875000,46.906250,46.781250,46.843750,27.374222,88800
1993-12-08,46.843750,46.843750,46.781250,46.843750,27.374222,146700
1993-12-09,46.843750,46.906250,46.625000,46.687500,27.282906,416500
1993-12-10,46.718750,46.718750,46.500000,46.593750,27.228132,412900
1993-12-13,46.593750,46.875000,46.531250,46.875000,27.392494,273200
1993-12-14,46.906250,46.906250,46.531250,46.531250,27.191603,41900
1993-12-15,46.593750,46.625000,46.468750,46.468750,27.155088,82600
1993-12-16,46.656250,46.656250,46.562500,46.625000,27.246401,78200
1993-12-17,46.406250,46.593750,46.375000,46.562500,27.396112,104700
1993-12-20,46.531250,46.656250,46.500000,46.625000,27.432917,68800
1993-12-21,46.562500,46.562500,46.406250,46.468750,27.340982,205700
1993-12-22,46.593750,46.812500,46.500000,46.781250,27.524834,410300
1993-12-23,46.750000,46.843750,46.687500,46.750000,27.506443,533800
1993-12-27,46.750000,47.000000,46.750000,47.000000,27.653530,447100
1993-12-28,46.968750,47.125000,46.937500,47.093750,27.708714,880600
1993-12-29,47.125000,47.156250,47.000000,47.031250,27.671932,266700
1993-12-30,47.000000,47.000000,46.750000,46.843750,27.561609,219900
1993-12-31,46.937500,47.000000,46.562500,46.593750,27.414520,312900
1994-01-03,46.593750,46.656250,46.406250,46.468750,27.340982,960900
1994-01-04,46.531250,46.656250,46.468750,46.656250,27.451279,164300
1994-01-05,46.718750,46.781250,46.531250,46.750000,27.506443,710900
1994-01-06,46.812500,46.843750,46.687500,46.750000,27.506443,201000
1994-01-07,46.843750,47.062500,46.718750,47.031250,27.671932,775500
1994-01-10,47.093750,47.593750,46.968750,47.593750,28.002890,593700
1994-01-11,47.562500,47.562500,47.343750,47.500000,27.947725,295200
1994-01-12,47.531250,47.531250,47.187500,47.343750,27.855787,158400
1994-01-13,47.218750,47.312500,47.156250,47.218750,27.782251,244300
1994-01-14,47.375000,47.500000,47.375000,47.406250,27.892561,137200
1994-01-17,47.406250,47.468750,47.312500,47.406250,27.892561,17700
1994-01-18,47.468750,47.531250,47.375000,47.468750,27.929344,166400
1994-01-19,47.406250,47.468750,47.250000,47.343750,27.855787,200800
1994-01-20,47.406250,47.500000,47.375000,47.468750,27.929344,281100
1994-01-21,47.531250,47.531250,47.343750,47.375000,27.874186,85600
1994-01-24,47.343750,47.562500,47.187500,47.187500,27.763849,373800
1994-01-25,47.218750,47.250000,47.093750,47.187500,27.763849,310400
1994-01-26,47.187500,47.343750,47.125000,47.312500,27.837406,145100
1994-01-27,47.406250,47.812500,47.343750,47.750000,28.094820,344500
1994-01-28,47.937500,48.031250,47.875000,47.875000,28.168352,356500
1994-01-31,48.062500,48.312500,48.000000,48.218750,28.370632,313800
1994-02-01,48.156250,48.156250,47.906250,47.968750,28.223528,303600
1994-02-02,48.125000,48.281250,48.093750,48.281250,28.407393,307600
1994-02-03,48.187500,48.187500,47.906250,48.062500,28.278690,466100
1994-02-04,48.062500,48.125000,46.968750,46.968750,27.635160,1403200
1994-02-07,46.843750,47.312500,46.843750,47.187500,27.763849,516400
1994-02-08,47.281250,47.281250,47.031250,47.218750,27.782251,188200
1994-02-09,47.250000,47.437500,47.187500,47.406250,27.892561,144600
1994-02-10,47.375000,47.406250,47.000000,47.000000,27.653530,883900
1994-02-11,47.031250,47.281250,46.812500,47.156250,27.745481,519400
1994-02-14,47.062500,47.375000,47.000000,47.218750,27.782251,2742100
1994-02-15,47.312500,47.500000,47.250000,47.468750,27.929344,374700
1994-02-16,47.531250,47.531250,47.343750,47.437500,27.910942,287600
1994-02-17,47.656250,47.687500,47.031250,47.156250,27.745481,342400
1994-02-18,47.187500,47.218750,46.750000,46.875000,27.580008,313300
1994-02-22,47.000000,47.343750,47.000000,47.343750,27.855787,154500
1994-02-23,47.406250,47.437500,47.062500,47.218750,27.782251,391700
1994-02-24,47.062500,47.062500,46.562500,46.593750,27.414520,770800
1994-02-25,46.656250,46.812500,46.562500,46.812500,27.543221,531300
1994-02-28,46.937500,47.062500,46.812500,46.812500,27.543221,333000
1994-03-01,46.812500,46.906250,46.375000,46.625000,27.432917,423600
1994-03-02,46.031250,46.687500,45.906250,46.687500,27.469667,581500
1994-03-03,46.625000,46.625000,46.437500,46.562500,27.396112,223200
1994-03-04,46.562500,46.812500,46.406250,46.687500,27.469667,595800
1994-03-07,46.843750,47.000000,46.843750,46.937500,27.616758,539800
1994-03-08,46.968750,46.968750,46.687500,46.750000,27.506443,880300
1994-03-09,46.812500,47.000000,46.593750,46.968750,27.635160,2500100
1994-03-10,46.937500,46.937500,46.437500,46.593750,27.414520,207400
1994-03-11,46.656250,46.906250,46.406250,46.843750,27.561609,576600
1994-03-14,47.031250,47.031250,46.843750,46.906250,27.598394,345900
1994-03-15,47.000000,47.093750,46.843750,46.875000,27.580008,748600
1994-03-16,46.937500,47.250000,46.781250,47.250000,27.800632,455500
1994-03-17,47.093750,47.312500,47.093750,47.250000,27.800632,133000
1994-03-18,46.750000,47.031250,46.718750,46.968750,27.794577,365500
1994-03-21,46.812500,46.937500,46.718750,46.843750,27.720598,324800
1994-03-22,46.843750,47.062500,46.750000,46.968750,27.794577,435700
1994-03-23,46.937500,47.062500,46.906250,46.937500,27.776083,698500
1994-03-24,46.750000,46.843750,46.156250,46.375000,27.443213,1200500
1994-03-25,46.406250,46.531250,45.937500,45.937500,27.184296,100900
1994-03-28,46.000000,46.062500,45.593750,46.000000,27.221302,1117200
1994-03-29,46.000000,46.031250,45.093750,45.093750,26.685007,338400
1994-03-30,45.125000,45.250000,44.468750,44.468750,26.315161,1123900
1994-03-31,44.468750,44.687500,43.531250,44.593750,26.389126,788800
1994-04-04,43.343750,44.031250,43.343750,43.906250,25.982285,2627300
1994-04-05,44.343750,44.812500,44.343750,44.812500,26.518578,1179000
1994-04-06,44.875000,44.906250,44.500000,44.812500,26.518578,516500
1994-04-07,44.781250,45.125000,44.531250,45.031250,26.648012,666100
1994-04-08,44.937500,44.937500,44.468750,44.687500,26.444611,242400
1994-04-11,44.812500,45.062500,44.703125,44.875000,26.555555,203300
1994-04-12,44.921875,45.000000,44.718750,44.812500,26.518578,1409200
1994-04-13,44.796875,44.906250,44.250000,44.578125,26.379877,364100
1994-04-14,44.500000,44.828125,44.406250,44.593750,26.389126,419900
1994-04-15,44.578125,44.781250,44.515625,44.593750,26.389126,387300
1994-04-18,44.640625,44.765625,44.156250,44.296875,26.213448,369100
1994-04-19,44.250000,44.531250,43.984375,44.359375,26.250420,472200
1994-04-20,44.406250,44.515625,44.078125,44.312500,26.222691,508000
1994-04-21,44.500000,44.968750,44.343750,44.906250,26.574051,200300
1994-04-22,45.015625,45.046875,44.734375,44.859375,26.546324,301800
1994-04-25,44.843750,45.359375,44.843750,45.328125,26.823702,394600
1994-04-26,45.265625,45.343750,45.187500,45.281250,26.795969,399000
1994-04-28,45.187500,45.250000,44.812500,44.953125,26.601789,287000
1994-04-29,44.875000,45.156250,44.812500,45.093750,26.685007,481900
1994-05-02,45.093750,45.718750,44.937500,45.375000,26.851437,275000
1994-05-03,45.390625,45.406250,45.062500,45.328125,26.823702,183400
1994-05-04,45.421875,45.421875,45.078125,45.250000,26.777483,401900
1994-05-05,45.296875,45.375000,45.187500,45.187500,26.740488,659800
1994-05-06,44.968750,44.968750,44.593750,44.750000,26.481583,216300
1994-05-09,44.625000,44.750000,44.281250,44.359375,26.250420,499300
1994-05-10,44.578125,44.843750,44.546875,44.703125,26.453859,583400
1994-05-11,44.656250,44.718750,44.171875,44.296875,26.213448,210600
1994-05-12,44.578125,44.625000,44.406250,44.515625,26.342894,305200
1994-05-13,44.640625,44.640625,44.296875,44.515625,26.342894,321300
1994-05-16,44.609375,44.750000,44.515625,44.531250,26.352135,450400
1994-05-17,44.562500,45.187500,44.500000,45.187500,26.740488,470200
1994-05-18,45.218750,45.687500,45.015625,45.515625,26.934666,824800
1994-05-19,45.421875,45.859375,45.421875,45.734375,27.064104,531000
1994-05-20,45.656250,45.687500,45.500000,45.562500,26.962408,370400
1994-05-23,45.515625,45.531250,45.343750,45.484375,26.916161,262700
1994-05-24,45.609375,45.843750,45.609375,45.671875,27.027136,549600
1994-05-25,45.500000,45.828125,45.343750,45.796875,27.101101,738200
1994-05-26,45.781250,45.937500,45.734375,45.828125,27.119595,369600
1994-05-27,45.750000,45.875000,45.671875,45.875000,27.147310,162000
1994-05-31,45.734375,45.906250,45.656250,45.812500,27.110348,160000
1994-06-01,45.703125,46.015625,45.562500,46.015625,27.230541,200500
1994-06-02,46.046875,46.046875,45.890625,45.968750,27.202806,55100
1994-06-03,46.000000,46.390625,45.859375,46.234375,27.359989,550400
1994-06-06,46.328125,46.468750,46.187500,46.218750,27.350719,99300
1994-06-07,46.140625,46.218750,46.031250,46.156250,27.313759,120600
1994-06-08,46.265625,46.265625,45.781250,45.781250,27.091848,131900
1994-06-09,45.984375,46.031250,45.890625,46.031250,27.239805,80500
1994-06-10,46.078125,46.203125,46.078125,46.109375,27.286020,83100
1994-06-13,46.046875,46.187500,46.031250,46.171875,27.322998,109700
1994-06-14,46.312500,46.546875,46.312500,46.531250,27.535671,161000
1994-06-15,46.546875,46.562500,46.312500,46.343750,27.424717,142800
1994-06-16,46.343750,46.468750,46.296875,46.437500,27.480211,44000
1994-06-17,46.156250,46.203125,45.812500,45.875000,27.326796,403800
1994-06-20,45.546875,45.625000,45.437500,45.484375,27.094112,137400
1994-06-21,45.453125,45.453125,44.906250,45.093750,26.861435,139200
1994-06-22,45.218750,45.421875,45.171875,45.265625,26.963821,279900
1994-06-23,45.343750,45.406250,44.937500,45.000000,26.805593,922500
1994-06-24,44.781250,44.781250,44.000000,44.062500,26.247139,353800
1994-06-27,44.234375,44.828125,44.015625,44.828125,26.703196,371200
1994-06-28,44.843750,44.843750,44.250000,44.609375,26.572893,5382300
1994-06-29,44.671875,45.015625,44.625000,44.750000,26.656672,311800
1994-06-30,44.828125,44.843750,44.312500,44.468750,26.489140,271900
1994-07-01,44.687500,44.687500,44.375000,44.562500,26.544966,406900
1994-07-05,44.656250,44.859375,44.515625,44.796875,26.684589,112000
1994-07-06,44.625000,44.812500,44.468750,44.734375,26.647362,174800
1994-07-07,44.734375,44.921875,44.687500,44.921875,26.759047,66700
1994-07-08,44.640625,44.984375,44.625000,44.906250,26.749739,148400
1994-07-11,44.937500,45.015625,44.531250,44.750000,26.656672,124000
1994-07-12,44.765625,44.828125,44.515625,44.812500,26.693911,257300
1994-07-13,44.828125,45.031250,44.828125,44.890625,26.740442,532700
1994-07-14,45.109375,45.468750,45.078125,45.375000,27.028965,494200
1994-07-15,45.343750,45.484375,45.328125,45.390625,27.038265,49100
1994-07-18,45.390625,45.578125,45.390625,45.468750,27.084818,72300
1994-07-19,45.546875,45.562500,45.375000,45.375000,27.028965,609500
1994-07-20,45.406250,45.406250,45.062500,45.171875,26.907990,185300
1994-07-21,45.171875,45.296875,45.078125,45.265625,26.963821,86300
1994-07-22,45.375000,45.406250,45.250000,45.343750,27.010368,151600
1994-07-25,45.359375,45.453125,45.312500,45.406250,27.047588,120900
1994-07-26,45.390625,45.421875,45.312500,45.359375,27.019651,489600
1994-07-27,45.359375,45.359375,45.171875,45.359375,27.019651,83200
1994-07-28,45.359375,45.578125,45.359375,45.453125,27.075506,828200
1994-07-29,45.765625,46.046875,45.750000,45.906250,27.345427,459100
1994-08-01,45.937500,46.156250,45.890625,46.125000,27.475727,486300
1994-08-02,46.281250,46.375000,46.031250,46.187500,27.512962,505500
1994-08-03,46.171875,46.234375,46.093750,46.203125,27.522274,144100
1994-08-04,46.171875,46.218750,45.921875,45.937500,27.364029,231700
1994-08-05,45.703125,45.843750,45.656250,45.781250,27.270967,138400
1994-08-08,45.828125,45.937500,45.781250,45.890625,27.336103,328600
1994-08-09,45.718750,45.968750,45.718750,45.968750,27.382647,105900
1994-08-10,46.000000,46.187500,45.937500,46.140625,27.485029,840300
1994-08-11,46.031250,46.234375,45.734375,45.968750,27.382647,876200
1994-08-12,46.046875,46.343750,46.046875,46.328125,27.596722,184100
1994-08-15,46.375000,46.484375,46.312500,46.312500,27.587440,325900
1994-08-16,46.343750,46.687500,46.156250,46.640625,27.782871,1089500
1994-08-17,46.703125,46.734375,46.578125,46.609375,27.764265,133700
1994-08-18,46.453125,46.562500,46.406250,46.453125,27.671183,620000
1994-08-19,46.468750,46.515625,46.312500,46.421875,27.652575,103200
1994-08-22,46.437500,46.437500,46.281250,46.375000,27.624649,79700
1994-08-23,46.578125,46.859375,46.515625,46.640625,27.782871,268600
1994-08-24,46.687500,47.140625,46.671875,47.140625,28.080727,254700
1994-08-25,47.093750,47.203125,46.890625,47.015625,28.006243,147400
